matrix,threads,nnz,rows,rep,l1miss,l2miss,l1miss_sc,l2miss_sc,l1red,l2red
af_shell9,48,17588875,504855,1,895007.984375,856031.984375,876683.984375,824478.515625,2.0473560370297674,3.6860151636784453
al2010,48,1230482,252266,1,429097.5,1,267160.5,57678.84375,37.738975407687064,-5767784.375
amazon0302,48,1234877,262111,1,703704.828125,1,671576.828125,57884.859375,4.565550599617751,-5788385.9375
amazon0312,48,3200440,400727,1,1650075.09375,182574.09375,1603720.09375,150020.625,2.8092660858635545,17.830278152482958
amazon0505,48,3356824,410236,1,1667521.90625,193418.90625,1619324.90625,157351.125,2.8903368417142796,18.647495195418625
amazon0601,48,3387388,403394,1,1681052.96875,191829.96875,1634628.96875,158783.8125,2.7616024517371414,17.226795409150583
amazon-2008,48,5158388,735323,1,988443.15625,490911.15625,946036.15625,241799.4375,4.290282120105478,50.744766253211424
analytics,48,2006126,303813,1,218145.5,1,203545.5,94037.15625,6.692780735793312,-9403615.625
apache2,48,4817870,715176,1,338371.1875,270536.1875,338164.1875,225837.65625,0.061175421444534195,16.522200472718644
appu,48,1853104,14000,1,1593790.28125,1,86864.25,86864.25,94.54983186797494,-8686325.0
arabic-2005,48,639999458,22744080,1,37836773.625,33114801.625,34679490.625,32899881.625,8.344482622360484,0.6490149101112123
AS365,48,22736152,3799275,1,12670306.84375,11446984.84375,12641208.84375,10405315.84375,0.2296550538107405,9.099942161352178
asia_osm,48,25423206,11950757,1,3599918.125,3307630.125,3542648.125,3244072.125,1.5908695145670848,1.9215570543879963
ASIC_320k,48,2635364,321821,1,343856.53125,143646.53125,325591.53125,123532.6875,5.311808367752212,14.002317755236431
ASIC_320ks,48,1827807,321671,1,149120.921875,1,143276.921875,85678.453125,3.918967188855437,-8567745.3125
ASIC_680k,48,3871773,682862,1,385859.265625,252862.265625,378040.265625,181489.359375,2.026386482474403,28.22600124759125
ASIC_680ks,48,2329176,682712,1,217337.65625,151849.65625,211757.65625,109180.125,2.5674335944717357,28.09985369986638
as-Skitter,48,22190596,1696415,1,7306296.15625,2521567.15625,6346117.15625,1602900.15625,13.141802350547168,36.432382842668936
atmosmodd,48,8814880,1270432,1,610893.53125,492599.53125,610893.53125,492599.53125,0.0,0.0
atmosmodj,48,8814880,1270432,1,610893.53125,492599.53125,610893.53125,492599.53125,0.0,0.0
atmosmodl,48,10319760,1489752,1,714766.28125,613742.28125,714766.28125,576848.28125,0.0,6.011317963112877
atmosmodm,48,10319760,1489752,1,714766.28125,613741.28125,714766.28125,576848.28125,0.0,6.01116482255527
audikw_1,48,77651847,943695,1,4159329.296875,3769401.296875,3967063.296875,3639930.328125,4.622524120522361,3.4347886720720653
auto,48,6629222,448695,1,4709345.25,341753.25,4507365.25,310744.78125,4.288918931989538,9.073350070555291
av41092,48,1683902,41092,1,237104.1875,1,78932.90625,78932.90625,66.70961104387918,-7893190.625
az2010,48,1196094,241666,1,635261.0625,1,534163.0625,56066.90625,15.914402120309395,-5606590.625
barrier2-10,48,3897557,115625,1,459230.578125,189924.578125,182697.984375,182697.984375,60.216502759694144,3.8049808094051807
barrier2-11,48,3897557,115625,1,459230.578125,189924.578125,182697.984375,182697.984375,60.216502759694144,3.8049808094051807
barrier2-12,48,3897557,115625,1,459230.578125,189924.578125,182697.984375,182697.984375,60.216502759694144,3.8049808094051807
barrier2-1,48,3805068,113076,1,451395.84375,185429.84375,178362.5625,178362.5625,60.486441120449506,3.811296556733468
barrier2-2,48,3805068,113076,1,451395.84375,185429.84375,178362.5625,178362.5625,60.486441120449506,3.811296556733468
barrier2-3,48,3805068,113076,1,451395.84375,185429.84375,178362.5625,178362.5625,60.486441120449506,3.811296556733468
barrier2-4,48,3805068,113076,1,451395.84375,185429.84375,178362.5625,178362.5625,60.486441120449506,3.811296556733468
barrier2-9,48,3897557,115625,1,459230.578125,189924.578125,182697.984375,182697.984375,60.216502759694144,3.8049808094051807
bbmat,48,1771722,38744,1,85471.0,1,83049.46875,83049.46875,2.8331612476746497,-8304846.875
bcsstk30,48,2043492,28924,1,97670.46875,1,95788.6875,95788.6875,1.9266634777976326,-9578768.75
bcsstk31,48,1181416,35588,1,57603.15625,1,55378.875,55378.875,3.861387803728203,-5537787.5
bcsstk32,48,2014701,44609,1,98495.203125,1,94439.109375,94439.109375,4.118062221621517,-9443810.9375
bcsstk35,48,1450163,30237,1,69866.234375,1,67976.390625,67976.390625,2.7049457680178572,-6797539.0625
bcsstk36,48,1143140,23052,1,55025.46875,1,53584.6875,53584.6875,2.6183897797326807,-5358368.75
bcsstk37,48,1140977,25503,1,55077.265625,1,53483.296875,53483.296875,2.8940593399329635,-5348229.6875
bcsstk39,48,2089294,46772,1,100858.9375,1,97935.65625,97935.65625,2.898385926383569,-9793465.625
belgium_osm,48,3099940,1441295,1,581538.65625,457595.65625,574292.65625,406643.65625,1.2460048738161593,11.13472108051725
BenElechi1,48,13150496,245874,1,641364.65625,631796.65625,631796.65625,616429.5,1.4918190309929478,2.4322946470168185
bmw3_2,48,11288630,227362,1,574669.6875,543364.6875,566859.6875,529154.53125,1.359041579864085,2.6152152646099216
bmw7st_1,48,7339667,141347,1,372792.109375,352881.109375,364842.109375,344046.890625,2.132555866949135,2.5034547090510433
bmwcra_1,48,10644002,148770,1,526930.75,508235.75,517073.75,498937.59375,1.870644292442603,1.829496695185256
bone010,48,71666325,986703,1,3513953.953125,3421027.953125,3513625.953125,3359358.984375,0.009334214516621819,1.8026443979701297
boneS01,48,6715152,127224,1,335280.28125,322724.28125,314772.75,314772.75,6.1165336576142595,2.463877592104793
boneS10,48,55468422,914898,1,2743479.4375,2657263.4375,2743120.4375,2600082.28125,0.01308557283473352,2.1518813469166997
boyd1,48,1211231,93279,1,86610.421875,1,56776.453125,56776.453125,34.446164911952174,-5677545.3125
boyd2,48,1500397,466316,1,139061.890625,1,138783.890625,70331.109375,0.199910988373994,-7033010.9375
Bump_2911,48,127729899,2911419,1,6614374.734375,6378469.734375,6537819.734375,6169302.734375,1.157403429263579,3.279266167443772
bundle_adj,48,20208051,513351,1,1559726.859375,995352.859375,1184094.859375,947252.390625,24.08319108837556,4.832504201595719
c-73b,48,1279274,169422,1,234301.875,1,176198.875,59965.96875,24.798350418663954,-5996496.875
c-73,48,1279274,169422,1,234301.875,1,176198.875,59965.96875,24.798350418663954,-5996496.875
ca2010,48,3489366,710145,1,1721148.125,207948.125,1365977.125,163564.03125,20.63570211308803,21.343829741191463
cage12,48,2032536,130228,1,134149.40625,1,95275.125,95275.125,28.97834760263801,-9527412.5
cage13,48,7479343,445315,1,507691.421875,378426.421875,478439.421875,350594.203125,5.76176762884172,7.354723967766026
cage14,48,27130349,1505785,1,1990677.703125,1480292.703125,1781590.703125,1365846.703125,10.503307475226736,7.731308798482665
cage15,48,99199551,5154859,1,7891343.671875,5979892.671875,6784991.671875,5666872.671875,14.019817739570433,5.234542109295957
caidaRouterLevel,48,1218132,192244,1,977522.21875,1,934376.21875,57099.9375,4.413812716725013,-5709893.75
cant,48,4007383,62451,1,191749.296875,191749.296875,187846.078125,187846.078125,2.035584387328669,2.035584387328669
case39,48,1042160,40216,1,60904.78125,1,48851.25,48851.25,19.79077997263146,-4885025.0
c-big,48,2341011,345241,1,296090.484375,131312.484375,270217.484375,109734.890625,8.738207191836574,16.432248504551225
cfd1,48,1828364,70656,1,97722.59375,1,85704.5625,85704.5625,12.298109156563397,-8570356.25
cfd2,48,3087898,123440,1,163189.25,152460.25,144745.21875,144745.21875,11.302234215795465,5.060355896045034
channel-500x100x100-b050,48,85362744,4802000,1,5062422.65625,4562868.65625,5062422.65625,4449650.65625,0.0,2.4812899193343942
Chebyshev4,48,5377761,68121,1,627602.140625,256340.140625,252082.546875,252082.546875,59.83402054302067,1.660915742504969
circuit5M_dc,48,19194193,3523317,1,1714314.140625,1525476.140625,1689620.140625,1455369.140625,1.440459447589759,4.595745428786358
circuit5M,48,59524291,5558326,1,5897324.546875,3918554.546875,5869871.546875,3893512.546875,0.4655161808001118,0.6390621771482214
citationCiteseer,48,2313294,268495,1,2396503.625,125216.625,2353012.625,108435.65625,1.8147687967715886,13.401550113653037
cit-Patents,48,16518948,3774768,1,16883566.71875,13745948.71875,16665652.71875,11803574.71875,1.2906869954083589,14.13051976070977
cnr-2000,48,3216152,325557,1,201568.46875,171104.46875,193230.46875,150757.125,4.136559677070028,11.891766415364298
coAuthorsCiteseer,48,1628268,227320,1,458407.59375,1,449323.59375,76325.0625,1.9816425652307381,-7632406.25
coAuthorsDBLP,48,1955352,299067,1,775644.84375,1,758102.84375,91657.125,2.2616020903574787,-9165612.5
com-Amazon,48,1851744,334863,1,1895737.46875,1,1874231.46875,86800.5,1.1344397815896152,-8679950.0
com-DBLP,48,2099732,317080,1,1521085.46875,1,1481848.46875,98424.9375,2.57953946744651,-9842393.75
com-LiveJournal,48,69362378,3997962,1,42536569.125,24233525.125,39640088.125,17599763.125,6.8093902719052455,27.374317049550584
com-Orkut,48,234370166,3072441,1,202020875.125,124284234.125,192588570.125,80026755.125,4.668975418586709,35.60988995232302
CO,48,7666057,221119,1,457947.390625,373166.390625,449399.390625,359346.421875,1.8665899566179016,3.7034334005411207
com-Youtube,48,5975248,1134890,1,3573573.40625,989656.40625,3307131.40625,280089.75,7.45589833229692,71.69828354253632
consph,48,6010480,83334,1,299624.65625,286949.65625,281741.25,281741.25,5.968603009452765,1.8150940893486436
cop20k_A,48,2624331,121192,1,436356.046875,130590.046875,123015.515625,123015.515625,71.80845401227144,5.8002362593914185
coPapersCiteseer,48,32073440,434102,1,2251249.90625,1539297.90625,2063770.90625,1503442.5,8.327773805987249,2.3293350887061277
coPapersDBLP,48,30491458,540486,1,2996991.5,1615530.5,2670650.5,1429287.09375,10.888953138505732,11.528312603816518
CoupCons3D,48,22322336,416800,1,1150757.53125,1072409.53125,1124620.53125,1046359.5,2.271286460459565,2.4291122459193457
crankseg_1,48,10614210,52804,1,531181.375,500841.375,497541.09375,497541.09375,6.333106323616862,0.6589474062521292
crankseg_2,48,14148858,63838,1,712863.625,667217.625,663227.71875,663227.71875,6.962889465709518,0.5979917347057491
crashbasis,48,1750416,160000,1,107742.78125,1,107742.78125,82050.75,0.0,-8204975.0
crystk03,48,1751178,24696,1,83630.0,1,82086.46875,82086.46875,1.8456669257443503,-8208546.875
ct20stif,48,2698463,52329,1,134064.046875,129761.046875,126490.453125,126490.453125,5.649235515813979,2.520474232263703
Cube_Coup_dt0,48,127206144,2164760,1,6457477.53125,6236239.53125,6350561.53125,6098085.53125,1.6556929463958017,2.2153414619131575
Cube_Coup_dt6,48,127206144,2164760,1,6457477.53125,6236239.53125,6350561.53125,6098085.53125,1.6556929463958017,2.2153414619131575
CurlCurl_1,48,2472071,226451,1,151398.546875,130031.546875,151362.546875,115878.328125,0.02377829955641706,10.884450035502201
CurlCurl_2,48,8921789,806529,1,543752.953125,468616.953125,543672.953125,418208.859375,0.014712563773719734,10.756779799333044
CurlCurl_3,48,13544618,1219574,1,824788.375,711127.375,824664.375,634903.96875,0.015034159520010209,10.718671356168787
CurlCurl_4,48,26515867,2380515,1,1613025.484375,1475741.484375,1613013.484375,1391713.484375,0.0007439436088419675,5.693951202814305
darcy003,48,2101242,389874,1,401429.875,127161.875,371626.875,98495.71875,7.424210766575358,22.543043070102577
dawson5,48,1010777,51537,1,51334.265625,1,47380.171875,47380.171875,7.702640140768548,-4737917.1875
dblp-2010,48,1615400,326186,1,267131.53125,1,257934.53125,75721.875,3.4428732381250855,-7572087.5
debr,48,4194298,1048576,1,360469.75,344662.75,360355.75,196607.71875,0.0316253999121979,42.95649334022896
delaunay_n18,48,1572792,262144,1,131090.65625,1,128432.65625,73724.625,2.027604465516588,-7372362.5
delaunay_n19,48,3145646,524288,1,261324.1875,201290.1875,256004.1875,147452.15625,2.035785531716233,26.746475781388995
delaunay_n20,48,6291372,1048576,1,522155.09375,434290.09375,510783.09375,294908.0625,2.177896976610697,32.09422302186694
delaunay_n21,48,12582816,2097152,1,1044623.53125,964672.53125,1021617.53125,920276.53125,2.2023245036870787,4.602183493550159
delaunay_n22,48,25165738,4194304,1,2091813.0,1964009.0,2043667.0,1928808.0,2.301639773727384,1.7923033957583698
delaunay_n23,48,50331568,8388608,1,4188939.28125,3956746.28125,4092073.28125,3912975.28125,2.312423109916616,1.1062372183786329
delaunay_n24,48,100663202,16777216,1,8369350.625,7945782.625,8176409.625,7882142.625,2.305328198625924,0.800928026897791
denormal,48,1156224,89400,1,60259.53125,1,54198.0,54198.0,10.059041489805814,-5419700.0
dgreen,48,38259877,1200611,1,29287053.953125,4511602.953125,24847940.953125,1793431.734375,15.1572534646365,60.24845818640215
dielFilterV2real,48,48538952,1157456,1,3134817.40625,2385798.40625,2829885.40625,2275263.375,9.727265115730376,4.6330415411643715
dielFilterV3real,48,89306020,1102824,1,5549801.21875,4378783.21875,4999248.21875,4186219.6875,9.920229181181426,4.39764933841531
d_pretok,48,1641672,182730,1,101457.03125,1,100688.03125,76953.375,0.7579563392754013,-7695237.5
Dubcova2,48,1030225,65025,1,76435.890625,1,48291.796875,48291.796875,36.82052177304633,-4829079.6875
Dubcova3,48,3636649,146689,1,227678.015625,179636.015625,219695.015625,170467.921875,3.506267382946847,5.10370580092296
ecology1,48,4996000,1000000,1,390409.53125,296687.53125,330919.53125,234187.5,15.237845195409788,21.065944694971066
ecology2,48,4995991,999999,1,390409.046875,296687.046875,330919.046875,234187.078125,15.23786410078948,21.065958021528473
Emilia_923,48,41005206,923136,1,2317494.0625,1979815.0625,2125960.0625,1922119.03125,8.264702943548533,2.914213167827134
engine,48,4706073,143571,1,350561.390625,229570.390625,324777.390625,220597.171875,7.355059823910122,3.908700388395308
eu-2005,48,19235140,862664,1,1519363.71875,978633.71875,1306329.71875,901647.1875,14.021264123330903,7.866736019308041
europe_osm,48,108109320,50912018,1,18488287.53125,17796489.53125,18316422.53125,17643844.53125,0.9295885284643242,0.8577253380896318
ex11,48,1096948,16614,1,52457.84375,1,51419.4375,51419.4375,1.979506162984444,-5141843.75
exdata_1,48,2269501,6001,1,106757.953125,1,106382.859375,106382.859375,0.3513497018445201,-10638185.9375
F1,48,26837113,343791,1,1975980.640625,1279476.640625,1923289.640625,1257989.671875,2.666574708107156,1.6793560794907538
F2,48,5294285,71505,1,369989.703125,252638.703125,248169.609375,248169.609375,32.9252659522915,1.7689663914197629
Fault_639,48,28614564,638802,1,1515875.84375,1381232.84375,1474098.84375,1341307.6875,2.755964492227235,2.890544952696358
fcondp2,48,11294316,201822,1,558048.96875,542034.96875,549844.96875,529421.0625,1.4701218816650667,2.327138833697249
FEM_3D_thermal2,48,3489300,147900,1,179702.71875,172804.71875,172804.71875,163560.9375,3.838561847022696,5.349264370131674
fe_rotor,48,1324862,99617,1,368822.0,1,62102.90625,62102.90625,83.16182162398121,-6210190.625
filter3D,48,2707179,106437,1,322294.359375,133551.359375,126899.015625,126899.015625,60.626361605867,4.981112720328684
fl2010,48,2346294,484481,1,1039843.625,140262.625,751026.625,109982.53125,27.775041655902825,21.58814135269463
Flan_1565,48,117406044,1564794,1,5753622.96875,5603151.96875,5748157.96875,5601207.96875,0.09498363083021576,0.03469475771569488
flickr,48,9837214,820878,1,7159886.3125,760222.3125,6742331.3125,461119.40625,5.831866342221338,39.344136752103026
Freescale1,48,18920347,3428755,1,1765412.484375,1593388.484375,1741587.484375,1527954.484375,1.3495429657865279,4.106594257562129
Freescale2,48,23042677,2999349,1,3558909.828125,1514046.828125,2408103.828125,1494860.828125,32.335913399814864,1.2671999071362936
fullb,48,11708077,199187,1,607194.328125,561265.328125,601114.328125,548816.109375,1.0013268764836587,2.2180630311850336
FullChip,48,26621990,2987012,1,2295274.0625,1978595.0625,2168081.0625,1938652.0625,5.541516896743132,2.0187556694663487
G3_circuit,48,7660826,1585478,1,1244251.625,524134.625,1244014.625,458193.625,0.01904759417131563,12.580928039241826
Ga10As10H30,48,6115633,113081,1,376698.890625,293737.890625,286670.296875,286670.296875,23.899351973303943,2.4060885488630515
Ga19As19H42,48,8884839,133123,1,560967.046875,424797.046875,469191.046875,416476.828125,16.36031929348791,1.9586338490832995
ga2010,48,1418056,291086,1,261827.28125,1,161608.28125,66471.375,38.27675997762361,-6647037.5
Ga3As3H12,48,5970947,61349,1,943223.484375,283722.484375,279888.140625,279888.140625,70.32642366719062,1.3514416238270681
Ga41As41H72,48,18488476,268096,1,1263438.34375,883403.34375,984051.34375,866647.3125,22.113227873926476,1.8967588665525694
GaAsH6,48,3381809,61349,1,385282.640625,162356.640625,158522.296875,158522.296875,58.85558284747857,2.361679654887846
GAP-road,48,57708624,23947347,1,10748417.96875,6902349.96875,9362498.96875,6714930.96875,12.89416734657535,2.7152926300249765
gas_sensor,48,1703365,66917,1,87643.578125,1,79845.234375,79845.234375,8.89779253293123,-7984423.4375
Ge87H76,48,7892195,112985,1,477254.234375,377008.234375,369946.640625,369946.640625,22.484367035638204,1.873060879348333
Ge99H100,48,8451395,112985,1,510363.734375,403220.734375,396159.140625,396159.140625,22.37709814743339,1.7512972791306498
gearbox,48,9080404,153746,1,444599.09375,435253.09375,436196.09375,425643.9375,1.8900173477917712,2.207716932511752
Geo_1438,48,63156690,1437960,1,3495865.375,3050342.375,3381035.375,3050342.375,3.284737473621964,0.0
germany_osm,48,24738362,11548845,1,5133742.5625,4871087.5625,5098896.5625,4769124.5625,0.678764070768498,2.0932286412784022
G_n_pin_pout,48,1002396,100000,1,545276.34375,1,46987.3125,46987.3125,91.38284412324646,-4698631.25
Goodwin_054,48,1030878,32510,1,50354.3125,1,48322.40625,48322.40625,4.0352179368946794,-4832140.625
Goodwin_071,48,1797934,56021,1,87779.5,1,84278.15625,84278.15625,3.9887943654270077,-8427715.625
Goodwin_095,48,3226066,100037,1,163533.1875,157474.1875,151221.84375,151221.84375,7.528345737161149,3.970392766751059
Goodwin_127,48,5778545,178437,1,297452.640625,282021.640625,282021.640625,270869.296875,5.187716595010476,3.954428364179721
great-britain_osm,48,16313034,7733822,1,2905202.375,2723502.375,2886399.375,2654983.375,0.647218251017711,2.5158413897105563
gsm_106857,48,21758924,589446,1,4912321.96875,1451744.96875,3607515.96875,1019949.5625,26.561899002154043,29.74319977301454
gupta1,48,2164210,31802,1,249201.0,1,101447.34375,101447.34375,59.290956396643665,-10144634.375
gupta2,48,4248286,62064,1,491831.4375,203017.4375,199138.40625,199138.40625,59.510842319834424,1.9106887062349018
gupta3,48,9323427,16783,1,727902.609375,438084.609375,437035.640625,437035.640625,39.9595996777299,0.23944432823068745
gyro_k,48,1021159,17361,1,49486.921875,1,47866.828125,47866.828125,3.273781614650083,-4786582.8125
gyro,48,1021159,17361,1,49486.921875,1,47866.828125,47866.828125,3.273781614650083,-4786582.8125
H2O,48,2216736,67024,1,131492.53125,1,103909.5,103909.5,20.976880578530956,-10390850.0
halfb,48,12387821,224617,1,629840.703125,594717.703125,626267.703125,580679.109375,0.567286296721108,2.3605474792885586
Hamrle3,48,5514242,1447360,1,541009.125,495218.125,537633.125,487248.125,0.6240190495862709,1.6093918210283598
Hardesty1,48,12143314,938905,1,776507.4375,627899.4375,663581.4375,569217.84375,14.542809836254788,9.34569936607086
heart1,48,1387773,3557,1,65274.203125,1,65051.859375,65051.859375,0.3406303552633374,-6505085.9375
helm2d03,48,2741935,392257,1,226818.296875,156338.296875,224380.296875,128528.203125,1.0748691942359423,17.78840777076874
higgs-twitter,48,14855842,456626,1,10163173.75,748948.75,8225596.75,696367.59375,19.06468439546259,7.02066146048044
hollywood-2009,48,113891327,1139905,1,36651758.046875,7650126.046875,31028517.046875,5338655.953125,15.342349998077237,30.21479750250929
hood,48,10768436,220542,1,605558.34375,518554.34375,589962.34375,504770.4375,2.5754743801265643,2.6581411217809316
Hook_1498,48,60917445,1498023,1,3240158.703125,2954867.703125,3154199.703125,2949131.703125,2.652925608770215,0.19412036599586976
hugebubbles-00000,48,54940162,18318143,1,16454358.0625,13637120.0625,15978113.0625,13127891.0625,2.894339591924752,3.734138862649615
hugebubbles-00010,48,58359528,19458087,1,30913796.34375,28806948.34375,30506869.34375,28082406.34375,1.3163281386573233,2.5151640199931062
hugebubbles-00020,48,63580358,21198119,1,32533079.75,30042491.75,32027146.75,29203574.75,1.5551340478301934,2.7924348185932346
hugetrace-00000,48,13758266,4588484,1,4062306.0,3081647.0,3875421.0,2787202.0,4.600465843784294,9.55479326477043
hugetrace-00010,48,36164358,12057441,1,13375365.375,11630431.375,13056153.375,10978725.375,2.386566580055014,5.6034550997039005
hugetrace-00020,48,47997626,16002413,1,21115939.5625,18930332.5625,20733361.5625,18086009.5625,1.8117971917263105,4.460159361767156
hugetric-00000,48,17467046,5824554,1,4732697.4375,3555899.4375,4550904.4375,3235036.4375,3.8412132277788356,9.023399160736249
hugetric-00010,48,19771708,6592765,1,9972215.65625,8811287.65625,9823646.65625,8273814.65625,1.4898293931989495,6.099823555513603
hugetric-00020,48,21361554,7122792,1,10743864.375,9537088.375,10583489.375,8990146.375,1.4927124394196385,5.734894954247501
human_gene1,48,24669643,22283,1,7703574.234375,1157782.234375,1156389.515625,1156389.515625,84.98892227889566,0.12029194339398588
human_gene2,48,18068388,14340,1,4542175.96875,847851.96875,846955.6875,846955.6875,81.35352541761871,0.10571199726308354
HV15R,48,283073458,2017169,1,14103362.4375,13629498.4375,13962249.4375,13418490.4375,1.0005628134804858,1.5481714236778936
hvdc2,48,1347273,189860,1,87131.703125,1,80618.703125,63153.421875,7.474891189325642,-6315242.1875
ia2010,48,1021170,216007,1,144744.8125,1,96738.8125,47867.34375,33.16595542931806,-4786634.375
ifiss_mat,48,3599932,96307,1,184325.03125,174766.03125,168746.8125,168746.8125,8.451493887919794,3.4441582880540467
il2010,48,2164464,451554,1,722458.40625,129681.40625,549586.40625,101459.25,23.928297948294514,21.76268523460741
imagesensor,48,1893170,118758,1,122966.75,1,88742.34375,88742.34375,27.832244285548736,-8874134.375
in-2004,48,16917053,1382908,1,1013868.640625,925087.640625,966408.640625,879418.640625,4.681079786701288,4.936721451509771
in2010,48,1281716,267071,1,292061.40625,1,174744.40625,60080.4375,40.168607522069685,-6007943.75
indochina-2004,48,194109311,7414866,1,12289495.109375,9915704.109375,10157003.109375,9875412.109375,17.352153046330077,0.40634532409962826
inline_1,48,36816342,503712,1,2062400.0625,1757248.0625,2003132.0625,1725766.03125,2.873739245728907,1.791553049443183
ins2,48,2751484,309412,1,283786.09375,148314.09375,280116.09375,128975.8125,1.293227568519643,13.0387347291464
invextr1_new,48,1793881,30412,1,104059.953125,1,84088.171875,84088.171875,19.19257183021146,-8408717.1875
italy_osm,48,14027956,6686493,1,2069764.28125,1923230.28125,2056027.28125,1870607.28125,0.6636987663012411,2.7361778000811103
kkt_power,48,14612663,2063494,1,6485693.984375,976401.984375,4235150.984375,959253.984375,34.70011081962689,1.756243870292472
kmer_A2a,48,360585172,170728175,1,117645924.90625,113327854.90625,114770837.90625,113156519.90625,2.4438475045277657,0.15118524932968702
kmer_P1a,48,297829984,139353211,1,95735544.21875,91965315.21875,93234178.21875,91788532.21875,2.612787152788862,0.19222790633566736
kmer_U1a,48,138778562,67716231,1,46523847.5625,44538901.5625,45280284.5625,44416784.5625,2.672958203487794,0.2741805381720902
kmer_V1r,48,465410904,214005017,1,87005165.71875,85756779.71875,86409215.71875,85687634.71875,0.6849593298016903,0.08062919366465207
kmer_V2a,48,117217600,55042369,1,37717660.09375,36095175.09375,36714180.09375,35988982.09375,2.660504383108011,0.2942027562525598
kron_g500-logn16,48,4912469,65536,1,4057988.015625,234368.015625,230271.984375,230271.984375,94.32546415887988,1.7476920812240206
kron_g500-logn17,48,10228360,131072,1,9068565.40625,487646.40625,8775617.40625,479454.375,3.2303676146847002,1.6799121545869076
kron_g500-logn18,48,21165908,262144,1,19679970.96875,1008535.96875,19322677.96875,992151.9375,1.8155158895678691,1.6245361353156993
kron_g500-logn19,48,43562265,524288,1,41912503.203125,5878239.203125,41518778.203125,2041981.171875,0.9393974826362647,65.26202658120074
kron_g500-logn20,48,89239674,1048576,1,88061788.75,37051261.75,87563422.75,4183109.71875,0.5659276368037665,88.70993990170929
kron_g500-logn21,48,182082942,2097152,1,182918200.9375,113360354.9375,182299758.9375,66824368.9375,0.3380975741234799,41.05137640549653
ks2010,48,1121798,238600,1,181938.8125,1,114079.8125,52584.28125,37.29770413885712,-5258328.125
laminar_duct3D,48,3833077,67173,1,192901.828125,183873.828125,179675.484375,179675.484375,6.856515502501799,2.28327423908633
language,48,1216334,399130,1,309959.3125,1,288955.3125,57015.65625,6.776373269959423,-5701465.625
largebasis,48,5560100,440020,1,329540.96875,288130.96875,329540.96875,260629.6875,0.0,9.544715505351245
ldoor,48,46522475,952203,1,2567853.734375,2282642.734375,2537674.734375,2180741.015625,1.1752616434496954,4.464199202767543
lhr71c,48,1528092,70304,1,76870.34375,1,71629.3125,71629.3125,6.818014587062388,-7162831.25
lhr71,48,1528092,70304,1,76870.34375,1,71629.3125,71629.3125,6.818014587062388,-7162831.25
li,48,1350309,22695,1,64714.203125,1,63295.734375,63295.734375,2.191897113003352,-6329473.4375
Lin,48,1766400,256000,1,122742.03125,1,122742.03125,82800.0,0.0,-8279900.0
